QQQ, 305.65, 305.65, 305.65, 305.24, 310.09, 328.83, 324.88, 344.83, 355.10, 370.08, 348.67, 376.50, 384.02, 387.95, 354.47, 338.60, 353.97, 306.22, 301.36, 273.99, 308.98, 293.12, 261.77, 272.73, 287.85, 261.28, 289.77, 288.73, 315.65, 317.75, 342.80, 363.91, 378.47, 372.86, 353.41, 346.61, 384.11, 404.55, 412.95, 434.76, 439.73, 421.05, 446.95, 475.11, 467.88, 473.05, 484.77, 481.25, 507.00, 508.49, 520.32, 506.26, 467.15, 474.39, 517.93, 550.38, 564.36, 569.74, 599.67, 629.07, 619.25, 625.58, 611.97
GE, 52.09, 52.09, 52.09, 61.17, 64.04, 64.04, 68.63, 65.70, 63.26, 64.37, 62.91, 64.09, 58.05, 57.73, 57.79, 58.42, 55.97, 45.64, 47.93, 38.98, 45.30, 45.01, 37.95, 47.75, 52.76, 51.42, 63.33, 66.66, 75.23, 77.95, 79.97, 86.52, 89.98, 90.22, 87.14, 85.68, 96.07, 100.67, 104.51, 123.83, 138.54, 160.03, 163.61, 157.49, 168.62, 173.29, 187.14, 170.72, 181.04, 165.76, 202.65, 206.04, 199.24, 201.00, 245.25, 256.70, 270.35, 274.86, 300.45, 308.95, 298.45, 288.42, 305.76
CVX, 68.89, 68.89, 68.89, 80.86, 85.93, 84.52, 85.11, 86.94, 84.50, 80.32, 85.34, 96.31, 94.95, 99.86, 111.75, 122.53, 140.01, 134.72, 150.18, 125.52, 141.99, 137.03, 125.69, 158.25, 160.36, 158.24, 153.41, 141.73, 145.11, 149.93, 133.96, 141.31, 146.98, 144.68, 152.89, 132.14, 130.21, 136.66, 135.08, 139.28, 146.10, 149.37, 150.33, 146.34, 150.13, 138.42, 139.32, 140.79, 153.19, 138.42, 142.58, 151.59, 161.65, 131.47, 132.09, 140.05, 148.31, 157.08, 153.57, 155.98, 149.46, 150.72, 149.26
UNH, 307.47, 307.47, 307.47, 306.22, 342.95, 368.89, 381.03, 370.41, 382.71, 386.47, 362.76, 429.00, 413.86, 467.82, 441.71, 444.79, 476.67, 476.75, 465.71, 481.51, 510.24, 488.59, 475.15, 523.93, 516.95, 500.36, 472.57, 450.56, 447.39, 467.51, 462.90, 456.63, 483.05, 454.63, 480.97, 512.88, 529.55, 504.18, 491.74, 474.31, 475.37, 466.63, 477.89, 491.29, 558.18, 571.79, 566.44, 548.83, 593.26, 491.82, 529.45, 463.54, 511.16, 403.27, 295.91, 305.77, 246.34, 305.87, 340.84, 339.28, 327.57, 334.48, 337.96
CSCO, 38.47, 38.47, 38.47, 39.03, 44.98, 44.28, 46.35, 46.43, 48.51, 52.07, 48.02, 49.38, 48.71, 56.28, 49.44, 49.83, 49.82, 43.76, 40.52, 38.36, 40.81, 40.59, 36.30, 41.23, 45.55, 43.64, 44.58, 44.71, 48.27, 43.63, 46.21, 48.13, 48.41, 53.76, 50.39, 48.86, 45.68, 47.70, 47.38, 46.02, 47.49, 44.70, 44.61, 45.57, 46.48, 48.90, 51.49, 52.99, 57.72, 57.71, 59.08, 62.92, 60.57, 56.66, 62.29, 68.55, 67.27, 68.68, 68.01, 72.67, 76.94, 79.27, 77.89
AZN, 45.15, 45.15, 45.15, 43.17, 45.22, 48.27, 51.63, 54.48, 52.06, 53.01, 55.06, 57.19, 50.27, 53.40, 53.37, 55.81, 61.83, 61.88, 61.96, 61.57, 61.72, 58.13, 51.47, 55.19, 63.79, 63.63, 61.35, 61.17, 66.09, 69.72, 69.58, 68.15, 68.27, 64.57, 64.90, 60.60, 61.90, 64.55, 63.87, 61.49, 65.93, 73.84, 75.92, 75.89, 77.02, 85.27, 76.28, 69.66, 66.21, 64.15, 69.28, 74.62, 72.99, 71.29, 72.33, 69.40, 72.59, 79.35, 76.72, 82.40, 92.72, 90.29, 90.94
IBM, 92.58, 92.58, 92.58, 92.44, 104.96, 111.75, 113.22, 116.75, 112.27, 111.78, 111.93, 100.78, 98.68, 114.14, 114.06, 104.62, 112.37, 114.26, 119.99, 123.50, 114.40, 112.36, 105.23, 122.49, 131.88, 126.28, 120.76, 115.89, 118.94, 114.69, 116.67, 123.06, 132.60, 135.04, 130.51, 134.55, 147.50, 153.87, 172.79, 174.08, 181.29, 157.79, 158.40, 165.83, 184.22, 193.80, 213.83, 199.94, 219.95, 214.29, 249.26, 246.08, 244.01, 237.30, 254.22, 291.19, 250.07, 240.53, 280.61, 305.72, 306.89, 310.74, 308.22
SAP, 116.13, 116.13, 116.13, 113.50, 112.99, 128.77, 128.76, 131.37, 134.42, 140.42, 126.30, 135.41, 120.13, 131.04, 117.11, 105.29, 103.78, 94.28, 93.38, 87.34, 89.74, 82.05, 78.22, 92.48, 106.74, 99.35, 114.12, 109.58, 121.84, 130.23, 125.58, 133.90, 133.45, 136.72, 126.57, 131.15, 155.74, 151.31, 169.42, 183.88, 190.89, 177.36, 178.56, 199.90, 209.70, 217.74, 227.05, 231.55, 235.47, 244.00, 273.59, 272.54, 266.03, 289.57, 300.15, 304.10, 286.70, 272.16, 267.21, 260.01, 241.75, 247.39, 245.73
WFC, 26.63, 26.63, 26.63, 32.24, 34.93, 40.28, 41.77, 40.58, 41.16, 40.95, 41.76, 46.04, 43.00, 43.34, 48.60, 48.21, 43.97, 39.59, 41.53, 35.74, 40.03, 39.88, 36.95, 42.25, 44.05, 38.18, 43.34, 43.24, 34.78, 36.99, 37.04, 40.02, 43.29, 38.72, 38.62, 37.59, 42.14, 46.93, 47.85, 53.01, 55.65, 56.96, 57.54, 57.36, 57.31, 56.47, 54.97, 63.18, 74.12, 68.75, 77.12, 76.65, 70.61, 69.84, 73.55, 79.24, 79.74, 81.27, 83.38, 86.52, 85.40, 92.59, 93.39
MS, 57.16, 57.16, 57.16, 65.87, 66.55, 70.74, 78.27, 78.90, 82.59, 90.53, 84.35, 89.10, 82.76, 85.68, 89.50, 79.75, 76.82, 70.83, 76.36, 67.43, 74.73, 76.26, 70.71, 73.53, 84.10, 76.82, 87.94, 87.90, 79.97, 81.95, 75.12, 78.46, 84.12, 78.95, 75.73, 65.67, 74.47, 87.52, 81.88, 81.55, 89.24, 86.10, 93.59, 92.96, 98.72, 100.00, 100.61, 112.20, 128.03, 122.30, 134.66, 130.35, 114.25, 113.02, 126.38, 139.04, 140.62, 149.57, 158.00, 163.01, 169.66, 180.29, 180.13
CAT, 166.26, 166.26, 166.26, 197.35, 211.96, 208.53, 221.38, 199.84, 189.85, 194.68, 177.23, 188.34, 179.49, 191.92, 187.11, 174.98, 207.85, 196.39, 202.31, 167.55, 185.82, 174.33, 154.86, 204.30, 224.62, 227.61, 239.71, 228.69, 218.46, 208.88, 197.49, 236.17, 254.52, 271.17, 263.33, 218.05, 243.09, 286.67, 291.17, 325.30, 356.93, 325.89, 330.94, 325.64, 338.45, 349.55, 383.92, 369.28, 400.07, 357.36, 365.91, 340.08, 326.08, 305.79, 345.77, 385.68, 435.17, 417.84, 475.78, 575.61, 575.76, 625.61, 592.96
TM, 123.82, 123.82, 123.82, 130.35, 137.51, 134.98, 148.60, 156.53, 161.01, 155.99, 159.14, 159.90, 161.06, 167.80, 179.71, 165.67, 163.23, 156.72, 152.48, 141.30, 149.01, 136.90, 119.41, 128.88, 137.12, 126.81, 136.58, 126.19, 131.55, 129.82, 128.69, 151.96, 159.04, 162.72, 169.93, 167.44, 181.40, 175.28, 190.88, 229.93, 240.57, 219.75, 210.28, 198.15, 187.11, 183.49, 172.63, 169.68, 167.34, 190.85, 185.28, 177.98, 173.12, 191.22, 190.57, 172.26, 178.97, 194.57, 191.09, 204.19, 201.87, 203.56, 215.05
MRK, 63.28, 63.28, 63.28, 59.63, 63.30, 61.71, 62.86, 67.51, 67.30, 66.79, 65.76, 77.78, 66.17, 67.70, 72.66, 68.29, 73.17, 79.79, 82.80, 82.02, 81.04, 77.43, 78.12, 92.53, 100.69, 101.45, 98.86, 97.79, 97.92, 107.02, 102.33, 106.95, 99.51, 101.68, 96.05, 96.47, 96.27, 102.41, 114.28, 120.31, 124.85, 123.04, 119.54, 117.88, 108.36, 113.46, 108.78, 98.67, 98.01, 95.93, 96.05, 89.67, 87.25, 83.53, 75.33, 77.61, 77.36, 83.30, 83.11, 85.98, 104.83, 99.01, 100.12
GS, 240.80, 240.80, 240.80, 283.70, 290.38, 310.64, 331.65, 339.49, 335.33, 369.88, 339.79, 371.54, 342.45, 343.85, 320.48, 308.39, 298.27, 277.66, 297.08, 271.62, 304.88, 304.22, 270.01, 317.43, 355.79, 318.46, 339.26, 326.13, 303.37, 320.80, 302.54, 303.57, 334.94, 308.43, 307.08, 288.13, 324.13, 369.11, 367.43, 372.25, 402.49, 411.18, 439.90, 438.49, 493.47, 494.65, 482.82, 504.93, 593.46, 558.40, 627.59, 609.84, 538.02, 539.26, 591.36, 700.51, 716.19, 737.62, 792.42, 785.48, 821.97, 906.54, 898.88
MU, 76.40, 76.40, 76.40, 89.34, 86.10, 84.01, 82.13, 82.95, 75.73, 71.94, 69.28, 67.54, 82.11, 91.05, 80.50, 86.95, 76.22, 66.72, 72.35, 54.17, 60.61, 55.50, 49.19, 53.11, 56.72, 49.17, 59.46, 57.01, 59.50, 63.46, 67.39, 62.36, 70.54, 69.23, 67.34, 66.20, 75.48, 84.62, 85.14, 89.97, 117.05, 112.27, 124.23, 130.72, 109.14, 95.73, 103.16, 99.12, 97.54, 83.81, 90.98, 93.36, 86.64, 76.83, 94.31, 123.06, 108.97, 118.94, 167.22, 223.63, 236.48, 258.46, 243.22
AXP, 109.30, 109.30, 109.30, 127.60, 133.43, 145.10, 151.52, 156.34, 161.36, 157.45, 158.93, 164.86, 144.85, 155.59, 171.02, 185.48, 178.29, 166.58, 161.42, 132.54, 147.82, 145.88, 129.48, 142.47, 151.82, 142.34, 168.53, 168.20, 159.46, 155.97, 153.85, 169.03, 163.87, 153.82, 145.26, 142.18, 166.95, 183.15, 196.25, 215.21, 223.32, 229.54, 236.12, 227.81, 248.95, 255.23, 267.61, 266.51, 301.43, 293.63, 314.07, 298.45, 266.81, 264.19, 292.57, 317.37, 297.80, 330.44, 331.32, 359.82, 365.27, 384.89, 382.48
NVS, 74.33, 74.33, 74.33, 70.58, 70.23, 72.84, 75.52, 77.97, 78.95, 78.95, 69.88, 70.72, 68.11, 74.75, 74.27, 74.74, 74.99, 78.37, 80.96, 75.26, 76.42, 71.69, 67.67, 72.23, 79.74, 80.77, 80.68, 74.89, 81.91, 95.29, 89.42, 93.75, 97.45, 93.35, 94.63, 86.94, 90.95, 93.80, 96.12, 93.80, 89.86, 93.65, 99.43, 102.64, 107.48, 116.55, 110.89, 104.51, 101.98, 93.82, 100.96, 105.14, 107.48, 113.49, 115.76, 121.01, 113.74, 126.55, 128.24, 123.79, 130.40, 132.36, 134.33
PM, 63.10, 63.10, 63.10, 66.57, 70.31, 76.28, 77.43, 79.58, 81.34, 83.70, 77.03, 77.78, 70.70, 78.16, 85.77, 84.28, 78.34, 84.52, 89.80, 83.45, 83.14, 81.72, 71.04, 79.73, 86.51, 87.85, 91.63, 85.53, 85.49, 89.06, 80.19, 86.97, 90.03, 86.72, 83.58, 81.63, 85.47, 86.13, 84.32, 83.50, 85.04, 89.34, 95.40, 95.36, 109.78, 117.53, 115.73, 127.92, 128.27, 116.01, 126.90, 151.35, 154.71, 168.50, 177.57, 179.09, 162.52, 165.57, 160.69, 142.99, 157.48, 150.95, 158.79
HSBC, 19.37, 19.37, 19.37, 22.01, 21.58, 23.70, 24.58, 21.90, 20.93, 20.07, 20.10, 23.12, 21.28, 23.18, 27.34, 26.55, 26.31, 24.52, 26.46, 25.84, 24.83, 24.38, 20.90, 20.77, 24.74, 24.98, 29.62, 30.72, 27.36, 29.80, 30.43, 33.18, 34.99, 31.26, 33.46, 30.81, 32.59, 34.84, 33.80, 33.67, 33.82, 38.99, 39.95, 40.30, 41.82, 41.19, 42.36, 43.24, 43.95, 46.85, 49.67, 56.75, 54.40, 54.78, 57.91, 59.91, 60.41, 63.54, 70.49, 69.58, 70.67, 75.24, 75.70
RTX, 59.50, 59.50, 59.50, 64.19, 69.32, 74.67, 79.58, 76.99, 78.47, 76.50, 78.04, 80.68, 73.47, 78.59, 82.37, 93.79, 90.98, 87.16, 87.35, 88.79, 86.11, 82.91, 76.06, 88.11, 91.73, 94.32, 93.32, 91.68, 92.03, 93.88, 86.59, 92.63, 83.14, 81.36, 68.53, 77.50, 77.58, 80.71, 87.40, 86.01, 94.16, 98.02, 104.09, 97.51, 114.12, 119.80, 118.31, 118.15, 118.97, 113.60, 126.59, 130.56, 130.69, 124.45, 134.66, 144.81, 156.26, 157.28, 166.67, 177.80, 174.22, 177.42, 180.58
TMUS, 121.81, 121.81, 121.81, 115.90, 121.04, 127.65, 136.66, 139.92, 139.14, 132.38, 123.43, 111.13, 105.12, 112.05, 104.50, 119.03, 124.00, 118.97, 128.77, 129.98, 138.21, 139.08, 129.62, 146.42, 146.33, 135.25, 144.25, 137.36, 139.93, 139.02, 132.60, 134.19, 133.10, 131.63, 135.30, 138.98, 145.35, 155.57, 156.45, 158.45, 159.01, 159.93, 170.44, 172.29, 178.25, 194.33, 202.46, 218.94, 242.27, 217.34, 229.39, 265.55, 263.49, 243.97, 239.28, 236.25, 236.40, 249.87, 238.20, 209.01, 207.98, 195.33, 197.51
ABT, 112.92, 112.92, 112.92, 109.88, 109.93, 110.15, 107.40, 106.74, 111.39, 116.79, 109.18, 119.12, 116.68, 130.57, 118.25, 112.30, 110.20, 105.67, 109.80, 101.56, 101.74, 96.38, 90.85, 92.89, 101.48, 103.57, 104.29, 96.39, 95.95, 104.68, 97.14, 103.82, 106.02, 98.47, 92.68, 90.48, 100.35, 105.91, 108.87, 114.71, 109.89, 102.46, 99.29, 100.96, 102.94, 110.64, 111.37, 110.74, 116.56, 111.01, 125.55, 136.15, 130.87, 128.99, 132.39, 134.80, 125.07, 132.07, 133.35, 123.07, 128.90, 123.28, 128.00
TMO, 503.43, 503.43, 503.43, 444.54, 450.77, 464.71, 463.99, 498.55, 533.97, 548.75, 564.94, 626.28, 626.05, 660.09, 575.30, 538.38, 584.55, 547.52, 562.03, 537.97, 592.91, 540.31, 502.53, 509.52, 555.37, 545.92, 565.69, 537.35, 571.68, 550.74, 504.65, 517.84, 544.91, 553.29, 502.71, 442.03, 492.71, 527.52, 536.03, 567.06, 578.02, 565.98, 565.24, 550.33, 610.80, 612.52, 616.00, 544.40, 527.77, 518.40, 596.09, 527.49, 496.22, 428.17, 402.04, 404.68, 467.26, 492.28, 484.58, 567.39, 590.83, 578.90, 566.79
MCD, 185.41, 185.41, 185.41, 183.90, 201.19, 211.90, 209.94, 208.48, 219.06, 214.32, 218.81, 222.84, 221.97, 244.62, 236.76, 223.36, 226.90, 228.63, 231.43, 226.54, 243.01, 232.78, 214.07, 252.96, 253.08, 245.86, 249.47, 246.22, 262.37, 277.52, 267.53, 280.01, 276.58, 265.22, 249.85, 248.64, 267.30, 282.90, 279.28, 278.86, 270.54, 261.99, 248.41, 244.52, 256.31, 278.77, 294.08, 283.75, 287.53, 281.59, 282.12, 301.30, 305.25, 314.17, 308.47, 287.16, 296.60, 309.91, 300.37, 296.65, 309.96, 307.86, 317.45
CRM, 223.21, 223.21, 223.21, 214.25, 209.66, 227.92, 235.62, 241.73, 239.41, 262.51, 268.40, 296.57, 281.99, 251.48, 230.21, 208.34, 210.11, 174.11, 158.57, 163.32, 182.10, 154.49, 142.34, 160.90, 158.58, 131.21, 166.22, 161.91, 197.70, 196.31, 221.05, 209.06, 222.67, 219.15, 200.67, 198.74, 249.28, 260.40, 278.16, 305.61, 298.04, 266.49, 232.30, 254.76, 256.44, 250.98, 271.64, 289.62, 328.00, 332.32, 340.03, 296.40, 267.05, 267.40, 264.49, 271.79, 257.88, 255.80, 236.59, 260.41, 230.54, 262.35, 254.23
RY, 67.52, 67.52, 67.52, 71.77, 77.77, 80.46, 88.53, 86.24, 86.10, 88.24, 85.42, 89.31, 85.73, 91.88, 98.72, 96.40, 96.27, 88.20, 92.01, 85.26, 85.87, 82.79, 80.12, 82.28, 89.71, 84.53, 92.03, 92.14, 86.78, 90.17, 82.05, 87.57, 90.89, 83.47, 81.00, 74.00, 84.78, 94.85, 91.54, 92.00, 95.60, 91.76, 104.61, 101.84, 106.97, 116.71, 120.53, 116.82, 122.44, 117.42, 118.80, 116.11, 110.76, 117.79, 125.59, 130.44, 127.38, 145.36, 147.32, 146.50, 154.09, 167.02, 167.48
SHEL, 30.61, 30.61, 30.61, 34.05, 32.81, 31.79, 32.30, 34.10, 34.29, 33.56, 38.06, 39.21, 35.90, 37.45, 44.35, 45.20, 47.40, 46.10, 51.10, 45.51, 46.46, 46.11, 43.72, 48.87, 51.37, 50.48, 52.13, 53.87, 51.48, 55.45, 50.10, 54.54, 55.67, 56.08, 58.77, 59.47, 60.07, 60.68, 58.01, 57.94, 62.50, 66.81, 67.85, 67.93, 68.91, 67.44, 62.65, 64.17, 61.51, 60.15, 63.22, 64.77, 71.11, 62.57, 64.26, 69.06, 70.82, 72.46, 70.86, 74.21, 73.07, 72.33, 72.54
SHOP, 109.86, 109.86, 109.86, 128.10, 110.65, 118.25, 124.29, 146.10, 149.99, 152.48, 135.58, 146.67, 152.18, 137.74, 96.42, 69.43, 67.60, 42.68, 37.51, 31.24, 34.83, 31.65, 26.94, 34.23, 40.88, 34.71, 49.27, 41.14, 47.94, 48.45, 57.19, 64.60, 67.58, 66.49, 54.57, 47.19, 72.82, 77.90, 80.07, 76.37, 77.17, 70.20, 59.15, 66.05, 61.20, 74.07, 80.14, 78.21, 115.60, 106.33, 116.80, 112, 95.48, 95, 107.22, 115.35, 122.21, 141.28, 148.61, 173.86, 158.64, 164.75, 162.47
NVO, 31.95, 31.95, 31.95, 32.71, 30.95, 34.43, 36.74, 39.00, 43.12, 46.55, 44.95, 51.56, 50.01, 52.43, 46.75, 48.20, 51.99, 53.88, 52.18, 52.67, 54.85, 50.15, 47.34, 51.72, 59.21, 64.31, 65.95, 67.00, 75.62, 80.04, 76.86, 77.52, 77.17, 88.91, 87.54, 92.96, 98.03, 99.58, 110.45, 115.29, 123.60, 124.40, 131.16, 138.39, 128.59, 134.92, 115.88, 108.95, 103.94, 83.71, 82.18, 88.22, 67.58, 65.71, 70.70, 68.25, 46.55, 55.83, 55.49, 49.46, 49.35, 50.29, 49.83
ISRG, 249.21, 249.21, 249.21, 245.60, 246.31, 288.33, 280.73, 306.55, 330.49, 351.19, 331.38, 361.13, 324.34, 359.30, 284.18, 290.33, 301.68, 239.30, 227.64, 200.71, 230.17, 205.74, 187.44, 246.47, 270.39, 265.35, 245.69, 229.39, 255.47, 301.22, 307.84, 341.94, 324.40, 312.68, 292.29, 262.22, 310.84, 337.36, 378.22, 385.60, 399.09, 370.62, 402.12, 444.85, 444.61, 492.63, 491.27, 503.84, 542, 521.96, 571.88, 573.15, 495.27, 515.80, 552.34, 543.41, 481.09, 473.30, 447.23, 534.28, 573.48, 547.36, 554.80
PEP, 117.05, 117.05, 117.05, 110.73, 121.24, 124.55, 127.81, 128.01, 136.59, 136.10, 130.89, 141.60, 140.00, 152.21, 153.07, 144.44, 147.65, 152.47, 148.95, 147.98, 156.43, 154.03, 145.97, 163.44, 166.98, 162.62, 154.90, 157.17, 165.12, 174.06, 166.28, 168.89, 172.13, 163.37, 156.68, 150.98, 155.62, 158.25, 157.03, 154.05, 164.31, 165.15, 162.33, 154.84, 163.39, 163.59, 160.91, 158.35, 155.84, 144.98, 144.90, 147.57, 144.18, 131.52, 127.52, 128.09, 135.26, 145.78, 137.73, 144.67, 147.30, 147.60, 150.60
APP, 74.31, 74.31, 74.31, 74.31, 74.31, 74.31, 74.31, 75.17, 61.47, 70.40, 72.37, 98.25, 91.11, 94.26, 64.42, 58.08, 55.07, 38.15, 38.11, 34.44, 35.54, 24.63, 19.49, 16.96, 14.41, 10.53, 12.70, 13.50, 15.75, 17, 25.01, 25.73, 31.40, 43.22, 39.96, 36.44, 37.48, 39.85, 41.13, 59.72, 69.22, 70.57, 81.48, 83.22, 77.10, 92.87, 130.55, 169.39, 336.75, 323.83, 369.59, 325.74, 264.97, 269.31, 393, 350.08, 390.70, 478.59, 718.54, 637.33, 599.48, 716.98, 683.65
AMAT, 92.59, 92.59, 92.59, 113.18, 128.18, 127.33, 132.53, 136.87, 134.49, 129.88, 123.95, 131.58, 141.73, 151.77, 133.27, 129.43, 127.34, 106.62, 113.32, 88.12, 102.65, 91.11, 79.56, 85.73, 106.43, 94.79, 108.52, 113.06, 119.84, 110.28, 130.06, 141.39, 148.28, 149.43, 135.72, 129.74, 146.83, 159.22, 161.41, 198.08, 202.95, 195.49, 211.66, 232.66, 209.20, 194.47, 199.58, 179.36, 172.57, 161.02, 178.56, 156.50, 144.01, 149.56, 155.55, 182.19, 179.19, 159.99, 204.34, 232.64, 251.76, 270.11, 261.70
LRCX, 45.82, 45.82, 45.82, 53.71, 56.36, 58.89, 61.68, 61.76, 60.62, 57.52, 54.13, 53.73, 64.82, 68.57, 56.37, 53.64, 51.37, 44.65, 49.85, 40.85, 48.14, 42.12, 35.20, 39.08, 45.61, 40.58, 48.47, 47.10, 51.38, 50.97, 59.98, 62.53, 70.08, 68.51, 61.13, 57.54, 70.04, 76.62, 80.94, 92.04, 95.31, 87.93, 91.66, 104.68, 90.73, 80.86, 80.38, 73.45, 72.99, 71.36, 80.31, 76.04, 72.04, 71.23, 80.30, 96.75, 94.50, 99.79, 133.42, 157.20, 155.74, 168.43, 164.39
